output_type,prompt_id,prompt_idx,seed,fidelity_score,above_threshold,image_path
bar_chart,bc_02,2,390,0.25,0,experiment\images\bar_chart\bc_02\seed_0390.png
bar_chart,bc_02,2,391,0.25,0,experiment\images\bar_chart\bc_02\seed_0391.png
bar_chart,bc_02,2,392,0.3333,0,experiment\images\bar_chart\bc_02\seed_0392.png
bar_chart,bc_02,2,393,0.25,0,experiment\images\bar_chart\bc_02\seed_0393.png
bar_chart,bc_02,2,394,0.25,0,experiment\images\bar_chart\bc_02\seed_0394.png
bar_chart,bc_02,2,395,0.25,0,experiment\images\bar_chart\bc_02\seed_0395.png
bar_chart,bc_02,2,396,0.5667,0,experiment\images\bar_chart\bc_02\seed_0396.png
bar_chart,bc_02,2,397,0.25,0,experiment\images\bar_chart\bc_02\seed_0397.png
bar_chart,bc_02,2,398,0.25,0,experiment\images\bar_chart\bc_02\seed_0398.png
bar_chart,bc_02,2,399,0.25,0,experiment\images\bar_chart\bc_02\seed_0399.png
bar_chart,bc_02,2,400,0.25,0,experiment\images\bar_chart\bc_02\seed_0400.png
bar_chart,bc_02,2,401,0.25,0,experiment\images\bar_chart\bc_02\seed_0401.png
bar_chart,bc_02,2,402,0.25,0,experiment\images\bar_chart\bc_02\seed_0402.png
bar_chart,bc_02,2,403,0.3333,0,experiment\images\bar_chart\bc_02\seed_0403.png
bar_chart,bc_02,2,404,0.25,0,experiment\images\bar_chart\bc_02\seed_0404.png
bar_chart,bc_02,2,405,0.25,0,experiment\images\bar_chart\bc_02\seed_0405.png
bar_chart,bc_02,2,406,0.25,0,experiment\images\bar_chart\bc_02\seed_0406.png
bar_chart,bc_02,2,407,0.25,0,experiment\images\bar_chart\bc_02\seed_0407.png
bar_chart,bc_02,2,408,0.25,0,experiment\images\bar_chart\bc_02\seed_0408.png
bar_chart,bc_02,2,409,0.3167,0,experiment\images\bar_chart\bc_02\seed_0409.png
bar_chart,bc_02,2,410,0.25,0,experiment\images\bar_chart\bc_02\seed_0410.png
bar_chart,bc_02,2,411,0.3167,0,experiment\images\bar_chart\bc_02\seed_0411.png
bar_chart,bc_02,2,412,0.25,0,experiment\images\bar_chart\bc_02\seed_0412.png
bar_chart,bc_02,2,413,0.25,0,experiment\images\bar_chart\bc_02\seed_0413.png
bar_chart,bc_02,2,414,0.25,0,experiment\images\bar_chart\bc_02\seed_0414.png
bar_chart,bc_02,2,415,0.25,0,experiment\images\bar_chart\bc_02\seed_0415.png
bar_chart,bc_02,2,416,0.15,0,experiment\images\bar_chart\bc_02\seed_0416.png
bar_chart,bc_02,2,417,0.3167,0,experiment\images\bar_chart\bc_02\seed_0417.png
bar_chart,bc_02,2,418,0.4,0,experiment\images\bar_chart\bc_02\seed_0418.png
bar_chart,bc_02,2,419,0.25,0,experiment\images\bar_chart\bc_02\seed_0419.png
bar_chart,bc_02,2,420,0.25,0,experiment\images\bar_chart\bc_02\seed_0420.png
bar_chart,bc_02,2,421,0.25,0,experiment\images\bar_chart\bc_02\seed_0421.png
bar_chart,bc_02,2,422,0.25,0,experiment\images\bar_chart\bc_02\seed_0422.png
bar_chart,bc_02,2,423,0.25,0,experiment\images\bar_chart\bc_02\seed_0423.png
bar_chart,bc_02,2,424,0.25,0,experiment\images\bar_chart\bc_02\seed_0424.png
bar_chart,bc_02,2,425,0.25,0,experiment\images\bar_chart\bc_02\seed_0425.png
bar_chart,bc_02,2,426,0.5,0,experiment\images\bar_chart\bc_02\seed_0426.png
bar_chart,bc_02,2,427,0.3333,0,experiment\images\bar_chart\bc_02\seed_0427.png
bar_chart,bc_02,2,428,0.65,0,experiment\images\bar_chart\bc_02\seed_0428.png
bar_chart,bc_02,2,429,0.25,0,experiment\images\bar_chart\bc_02\seed_0429.png
bar_chart,bc_02,2,430,0.25,0,experiment\images\bar_chart\bc_02\seed_0430.png
bar_chart,bc_02,2,431,0.25,0,experiment\images\bar_chart\bc_02\seed_0431.png
bar_chart,bc_02,2,432,0.3333,0,experiment\images\bar_chart\bc_02\seed_0432.png
bar_chart,bc_02,2,433,0.25,0,experiment\images\bar_chart\bc_02\seed_0433.png
bar_chart,bc_02,2,434,0.25,0,experiment\images\bar_chart\bc_02\seed_0434.png
bar_chart,bc_02,2,435,0.25,0,experiment\images\bar_chart\bc_02\seed_0435.png
bar_chart,bc_02,2,436,0.25,0,experiment\images\bar_chart\bc_02\seed_0436.png
bar_chart,bc_02,2,437,0.5667,0,experiment\images\bar_chart\bc_02\seed_0437.png
bar_chart,bc_02,2,438,0.4833,0,experiment\images\bar_chart\bc_02\seed_0438.png
bar_chart,bc_02,2,439,0.25,0,experiment\images\bar_chart\bc_02\seed_0439.png
bar_chart,bc_02,2,440,0.25,0,experiment\images\bar_chart\bc_02\seed_0440.png
bar_chart,bc_02,2,441,0.25,0,experiment\images\bar_chart\bc_02\seed_0441.png
bar_chart,bc_02,2,442,0.25,0,experiment\images\bar_chart\bc_02\seed_0442.png
bar_chart,bc_02,2,443,0.25,0,experiment\images\bar_chart\bc_02\seed_0443.png
bar_chart,bc_02,2,444,0.25,0,experiment\images\bar_chart\bc_02\seed_0444.png
bar_chart,bc_02,2,445,0.25,0,experiment\images\bar_chart\bc_02\seed_0445.png
bar_chart,bc_02,2,446,0.25,0,experiment\images\bar_chart\bc_02\seed_0446.png
bar_chart,bc_02,2,447,0.25,0,experiment\images\bar_chart\bc_02\seed_0447.png
bar_chart,bc_02,2,448,0.25,0,experiment\images\bar_chart\bc_02\seed_0448.png
bar_chart,bc_02,2,449,0.25,0,experiment\images\bar_chart\bc_02\seed_0449.png
bar_chart,bc_02,2,450,0.25,0,experiment\images\bar_chart\bc_02\seed_0450.png
bar_chart,bc_02,2,451,0.3333,0,experiment\images\bar_chart\bc_02\seed_0451.png
bar_chart,bc_02,2,452,0.25,0,experiment\images\bar_chart\bc_02\seed_0452.png
bar_chart,bc_02,2,453,0.25,0,experiment\images\bar_chart\bc_02\seed_0453.png
bar_chart,bc_02,2,454,0.25,0,experiment\images\bar_chart\bc_02\seed_0454.png
bar_chart,bc_02,2,455,0.25,0,experiment\images\bar_chart\bc_02\seed_0455.png
bar_chart,bc_02,2,456,0.25,0,experiment\images\bar_chart\bc_02\seed_0456.png
bar_chart,bc_02,2,457,0.15,0,experiment\images\bar_chart\bc_02\seed_0457.png
bar_chart,bc_02,2,458,0.25,0,experiment\images\bar_chart\bc_02\seed_0458.png
bar_chart,bc_02,2,459,0.5667,0,experiment\images\bar_chart\bc_02\seed_0459.png
bar_chart,bc_02,2,460,0.25,0,experiment\images\bar_chart\bc_02\seed_0460.png
bar_chart,bc_02,2,461,0.25,0,experiment\images\bar_chart\bc_02\seed_0461.png
bar_chart,bc_02,2,462,0.3167,0,experiment\images\bar_chart\bc_02\seed_0462.png
bar_chart,bc_02,2,463,0.25,0,experiment\images\bar_chart\bc_02\seed_0463.png
bar_chart,bc_02,2,464,0.25,0,experiment\images\bar_chart\bc_02\seed_0464.png
bar_chart,bc_02,2,465,0.25,0,experiment\images\bar_chart\bc_02\seed_0465.png
bar_chart,bc_02,2,466,0.25,0,experiment\images\bar_chart\bc_02\seed_0466.png
bar_chart,bc_02,2,467,0.25,0,experiment\images\bar_chart\bc_02\seed_0467.png
bar_chart,bc_02,2,468,0.25,0,experiment\images\bar_chart\bc_02\seed_0468.png
bar_chart,bc_02,2,469,0.25,0,experiment\images\bar_chart\bc_02\seed_0469.png
bar_chart,bc_02,2,470,0.25,0,experiment\images\bar_chart\bc_02\seed_0470.png
bar_chart,bc_02,2,471,0.25,0,experiment\images\bar_chart\bc_02\seed_0471.png
bar_chart,bc_02,2,472,0.15,0,experiment\images\bar_chart\bc_02\seed_0472.png
bar_chart,bc_02,2,473,0.25,0,experiment\images\bar_chart\bc_02\seed_0473.png
bar_chart,bc_02,2,474,0.3333,0,experiment\images\bar_chart\bc_02\seed_0474.png
bar_chart,bc_02,2,475,0.25,0,experiment\images\bar_chart\bc_02\seed_0475.png
bar_chart,bc_02,2,476,0.25,0,experiment\images\bar_chart\bc_02\seed_0476.png
bar_chart,bc_02,2,477,0.25,0,experiment\images\bar_chart\bc_02\seed_0477.png
bar_chart,bc_02,2,478,0.25,0,experiment\images\bar_chart\bc_02\seed_0478.png
bar_chart,bc_02,2,479,0.3333,0,experiment\images\bar_chart\bc_02\seed_0479.png
bar_chart,bc_02,2,480,0.25,0,experiment\images\bar_chart\bc_02\seed_0480.png
bar_chart,bc_02,2,481,0.25,0,experiment\images\bar_chart\bc_02\seed_0481.png
bar_chart,bc_02,2,482,0.25,0,experiment\images\bar_chart\bc_02\seed_0482.png
bar_chart,bc_02,2,483,0.25,0,experiment\images\bar_chart\bc_02\seed_0483.png
bar_chart,bc_02,2,484,0.25,0,experiment\images\bar_chart\bc_02\seed_0484.png
bar_chart,bc_02,2,485,0.25,0,experiment\images\bar_chart\bc_02\seed_0485.png
bar_chart,bc_02,2,486,0.25,0,experiment\images\bar_chart\bc_02\seed_0486.png
bar_chart,bc_02,2,487,0.25,0,experiment\images\bar_chart\bc_02\seed_0487.png
bar_chart,bc_02,2,488,0.25,0,experiment\images\bar_chart\bc_02\seed_0488.png
bar_chart,bc_02,2,489,0.25,0,experiment\images\bar_chart\bc_02\seed_0489.png
bar_chart,bc_02,2,490,0.25,0,experiment\images\bar_chart\bc_02\seed_0490.png
bar_chart,bc_02,2,491,0.25,0,experiment\images\bar_chart\bc_02\seed_0491.png
bar_chart,bc_02,2,492,0.4,0,experiment\images\bar_chart\bc_02\seed_0492.png
bar_chart,bc_02,2,493,0.25,0,experiment\images\bar_chart\bc_02\seed_0493.png
bar_chart,bc_02,2,494,0.5667,0,experiment\images\bar_chart\bc_02\seed_0494.png
bar_chart,bc_02,2,495,0.4833,0,experiment\images\bar_chart\bc_02\seed_0495.png
bar_chart,bc_02,2,496,0.25,0,experiment\images\bar_chart\bc_02\seed_0496.png
bar_chart,bc_02,2,497,0.15,0,experiment\images\bar_chart\bc_02\seed_0497.png
bar_chart,bc_02,2,498,0.25,0,experiment\images\bar_chart\bc_02\seed_0498.png
bar_chart,bc_02,2,499,0.25,0,experiment\images\bar_chart\bc_02\seed_0499.png
bar_chart,bc_02,2,500,0.25,0,experiment\images\bar_chart\bc_02\seed_0500.png
bar_chart,bc_02,2,501,0.25,0,experiment\images\bar_chart\bc_02\seed_0501.png
bar_chart,bc_02,2,502,0.25,0,experiment\images\bar_chart\bc_02\seed_0502.png
bar_chart,bc_02,2,503,0.25,0,experiment\images\bar_chart\bc_02\seed_0503.png
bar_chart,bc_02,2,504,0.25,0,experiment\images\bar_chart\bc_02\seed_0504.png
bar_chart,bc_02,2,505,0.4,0,experiment\images\bar_chart\bc_02\seed_0505.png
bar_chart,bc_02,2,506,0.25,0,experiment\images\bar_chart\bc_02\seed_0506.png
bar_chart,bc_02,2,507,0.25,0,experiment\images\bar_chart\bc_02\seed_0507.png
bar_chart,bc_02,2,508,0.25,0,experiment\images\bar_chart\bc_02\seed_0508.png
bar_chart,bc_02,2,509,0.5667,0,experiment\images\bar_chart\bc_02\seed_0509.png
bar_chart,bc_02,2,510,0.4,0,experiment\images\bar_chart\bc_02\seed_0510.png
bar_chart,bc_02,2,511,0.25,0,experiment\images\bar_chart\bc_02\seed_0511.png
bar_chart,bc_02,2,512,0.4833,0,experiment\images\bar_chart\bc_02\seed_0512.png
bar_chart,bc_02,2,513,0.25,0,experiment\images\bar_chart\bc_02\seed_0513.png
bar_chart,bc_02,2,514,0.75,1,experiment\images\bar_chart\bc_02\seed_0514.png
bar_chart,bc_02,2,515,0.25,0,experiment\images\bar_chart\bc_02\seed_0515.png
bar_chart,bc_02,2,516,0.25,0,experiment\images\bar_chart\bc_02\seed_0516.png
bar_chart,bc_02,2,517,0.25,0,experiment\images\bar_chart\bc_02\seed_0517.png
bar_chart,bc_02,2,518,0.25,0,experiment\images\bar_chart\bc_02\seed_0518.png
bar_chart,bc_02,2,519,0.4833,0,experiment\images\bar_chart\bc_02\seed_0519.png
bar_chart,bc_02,2,520,0.25,0,experiment\images\bar_chart\bc_02\seed_0520.png
bar_chart,bc_02,2,521,0.25,0,experiment\images\bar_chart\bc_02\seed_0521.png
bar_chart,bc_02,2,522,0.3167,0,experiment\images\bar_chart\bc_02\seed_0522.png
bar_chart,bc_02,2,523,0.25,0,experiment\images\bar_chart\bc_02\seed_0523.png
bar_chart,bc_02,2,524,0.25,0,experiment\images\bar_chart\bc_02\seed_0524.png
bar_chart,bc_02,2,525,0.25,0,experiment\images\bar_chart\bc_02\seed_0525.png
bar_chart,bc_02,2,526,0.25,0,experiment\images\bar_chart\bc_02\seed_0526.png
bar_chart,bc_02,2,527,0.4833,0,experiment\images\bar_chart\bc_02\seed_0527.png
bar_chart,bc_02,2,528,0.25,0,experiment\images\bar_chart\bc_02\seed_0528.png
bar_chart,bc_02,2,529,0.25,0,experiment\images\bar_chart\bc_02\seed_0529.png
bar_chart,bc_02,2,530,0.25,0,experiment\images\bar_chart\bc_02\seed_0530.png
bar_chart,bc_02,2,531,0.25,0,experiment\images\bar_chart\bc_02\seed_0531.png
bar_chart,bc_02,2,532,0.25,0,experiment\images\bar_chart\bc_02\seed_0532.png
bar_chart,bc_02,2,533,0.25,0,experiment\images\bar_chart\bc_02\seed_0533.png
bar_chart,bc_02,2,534,0.25,0,experiment\images\bar_chart\bc_02\seed_0534.png
bar_chart,bc_02,2,535,0.25,0,experiment\images\bar_chart\bc_02\seed_0535.png
bar_chart,bc_02,2,536,0.25,0,experiment\images\bar_chart\bc_02\seed_0536.png
bar_chart,bc_02,2,537,0.25,0,experiment\images\bar_chart\bc_02\seed_0537.png
bar_chart,bc_02,2,538,0.25,0,experiment\images\bar_chart\bc_02\seed_0538.png
bar_chart,bc_02,2,539,0.3333,0,experiment\images\bar_chart\bc_02\seed_0539.png
bar_chart,bc_02,2,540,0.25,0,experiment\images\bar_chart\bc_02\seed_0540.png
bar_chart,bc_02,2,541,0.25,0,experiment\images\bar_chart\bc_02\seed_0541.png
bar_chart,bc_02,2,542,0.25,0,experiment\images\bar_chart\bc_02\seed_0542.png
bar_chart,bc_02,2,543,0.3167,0,experiment\images\bar_chart\bc_02\seed_0543.png
bar_chart,bc_02,2,544,0.25,0,experiment\images\bar_chart\bc_02\seed_0544.png
bar_chart,bc_02,2,545,0.25,0,experiment\images\bar_chart\bc_02\seed_0545.png
bar_chart,bc_02,2,546,0.25,0,experiment\images\bar_chart\bc_02\seed_0546.png
bar_chart,bc_02,2,547,0.25,0,experiment\images\bar_chart\bc_02\seed_0547.png
bar_chart,bc_02,2,548,0.15,0,experiment\images\bar_chart\bc_02\seed_0548.png
bar_chart,bc_02,2,549,0.25,0,experiment\images\bar_chart\bc_02\seed_0549.png
bar_chart,bc_02,2,550,0.3167,0,experiment\images\bar_chart\bc_02\seed_0550.png
bar_chart,bc_02,2,551,0.25,0,experiment\images\bar_chart\bc_02\seed_0551.png
bar_chart,bc_02,2,552,0.25,0,experiment\images\bar_chart\bc_02\seed_0552.png
bar_chart,bc_02,2,553,0.25,0,experiment\images\bar_chart\bc_02\seed_0553.png
bar_chart,bc_02,2,554,0.25,0,experiment\images\bar_chart\bc_02\seed_0554.png
bar_chart,bc_02,2,555,0.25,0,experiment\images\bar_chart\bc_02\seed_0555.png
bar_chart,bc_02,2,556,0.25,0,experiment\images\bar_chart\bc_02\seed_0556.png
bar_chart,bc_02,2,557,0.25,0,experiment\images\bar_chart\bc_02\seed_0557.png
bar_chart,bc_02,2,558,0.25,0,experiment\images\bar_chart\bc_02\seed_0558.png
bar_chart,bc_02,2,559,0.25,0,experiment\images\bar_chart\bc_02\seed_0559.png
bar_chart,bc_02,2,560,0.25,0,experiment\images\bar_chart\bc_02\seed_0560.png
bar_chart,bc_02,2,561,0.25,0,experiment\images\bar_chart\bc_02\seed_0561.png
bar_chart,bc_02,2,562,0.25,0,experiment\images\bar_chart\bc_02\seed_0562.png
bar_chart,bc_02,2,563,0.25,0,experiment\images\bar_chart\bc_02\seed_0563.png
bar_chart,bc_02,2,564,0.25,0,experiment\images\bar_chart\bc_02\seed_0564.png
bar_chart,bc_02,2,565,0.25,0,experiment\images\bar_chart\bc_02\seed_0565.png
bar_chart,bc_02,2,566,0.25,0,experiment\images\bar_chart\bc_02\seed_0566.png
bar_chart,bc_02,2,567,0.3333,0,experiment\images\bar_chart\bc_02\seed_0567.png
bar_chart,bc_02,2,568,0.25,0,experiment\images\bar_chart\bc_02\seed_0568.png
bar_chart,bc_02,2,569,0.65,0,experiment\images\bar_chart\bc_02\seed_0569.png
bar_chart,bc_02,2,570,0.25,0,experiment\images\bar_chart\bc_02\seed_0570.png
bar_chart,bc_02,2,571,0.25,0,experiment\images\bar_chart\bc_02\seed_0571.png
bar_chart,bc_02,2,572,0.3167,0,experiment\images\bar_chart\bc_02\seed_0572.png
bar_chart,bc_02,2,573,0.25,0,experiment\images\bar_chart\bc_02\seed_0573.png
bar_chart,bc_02,2,574,0.25,0,experiment\images\bar_chart\bc_02\seed_0574.png
bar_chart,bc_02,2,575,0.3333,0,experiment\images\bar_chart\bc_02\seed_0575.png
bar_chart,bc_02,2,576,0.25,0,experiment\images\bar_chart\bc_02\seed_0576.png
bar_chart,bc_02,2,577,0.15,0,experiment\images\bar_chart\bc_02\seed_0577.png
bar_chart,bc_02,2,578,0.25,0,experiment\images\bar_chart\bc_02\seed_0578.png
bar_chart,bc_02,2,579,0.25,0,experiment\images\bar_chart\bc_02\seed_0579.png
bar_chart,bc_02,2,580,0.25,0,experiment\images\bar_chart\bc_02\seed_0580.png
bar_chart,bc_02,2,581,0.3333,0,experiment\images\bar_chart\bc_02\seed_0581.png
bar_chart,bc_02,2,582,0.25,0,experiment\images\bar_chart\bc_02\seed_0582.png
bar_chart,bc_02,2,583,0.25,0,experiment\images\bar_chart\bc_02\seed_0583.png
bar_chart,bc_02,2,584,0.65,0,experiment\images\bar_chart\bc_02\seed_0584.png
bar_chart,bc_02,2,585,0.25,0,experiment\images\bar_chart\bc_02\seed_0585.png
bar_chart,bc_02,2,586,0.25,0,experiment\images\bar_chart\bc_02\seed_0586.png
bar_chart,bc_02,2,587,0.25,0,experiment\images\bar_chart\bc_02\seed_0587.png
bar_chart,bc_02,2,588,0.25,0,experiment\images\bar_chart\bc_02\seed_0588.png
bar_chart,bc_02,2,589,0.25,0,experiment\images\bar_chart\bc_02\seed_0589.png
bar_chart,bc_02,2,590,0.25,0,experiment\images\bar_chart\bc_02\seed_0590.png
bar_chart,bc_02,2,591,0.25,0,experiment\images\bar_chart\bc_02\seed_0591.png
bar_chart,bc_02,2,592,0.25,0,experiment\images\bar_chart\bc_02\seed_0592.png
bar_chart,bc_02,2,593,0.25,0,experiment\images\bar_chart\bc_02\seed_0593.png
bar_chart,bc_02,2,594,0.25,0,experiment\images\bar_chart\bc_02\seed_0594.png
bar_chart,bc_02,2,595,0.25,0,experiment\images\bar_chart\bc_02\seed_0595.png
bar_chart,bc_02,2,596,0.25,0,experiment\images\bar_chart\bc_02\seed_0596.png
bar_chart,bc_02,2,597,0.3167,0,experiment\images\bar_chart\bc_02\seed_0597.png
bar_chart,bc_02,2,598,0.25,0,experiment\images\bar_chart\bc_02\seed_0598.png
bar_chart,bc_02,2,599,0.25,0,experiment\images\bar_chart\bc_02\seed_0599.png
bar_chart,bc_02,2,600,0.25,0,experiment\images\bar_chart\bc_02\seed_0600.png
bar_chart,bc_02,2,601,0.25,0,experiment\images\bar_chart\bc_02\seed_0601.png
bar_chart,bc_02,2,602,0.25,0,experiment\images\bar_chart\bc_02\seed_0602.png
bar_chart,bc_02,2,603,0.25,0,experiment\images\bar_chart\bc_02\seed_0603.png
bar_chart,bc_02,2,604,0.4,0,experiment\images\bar_chart\bc_02\seed_0604.png
bar_chart,bc_02,2,605,0.25,0,experiment\images\bar_chart\bc_02\seed_0605.png
bar_chart,bc_02,2,606,0.25,0,experiment\images\bar_chart\bc_02\seed_0606.png
bar_chart,bc_02,2,607,0.25,0,experiment\images\bar_chart\bc_02\seed_0607.png
bar_chart,bc_02,2,608,0.25,0,experiment\images\bar_chart\bc_02\seed_0608.png
bar_chart,bc_02,2,609,0.25,0,experiment\images\bar_chart\bc_02\seed_0609.png
bar_chart,bc_02,2,610,0.25,0,experiment\images\bar_chart\bc_02\seed_0610.png
bar_chart,bc_02,2,611,0.25,0,experiment\images\bar_chart\bc_02\seed_0611.png
bar_chart,bc_02,2,612,0.25,0,experiment\images\bar_chart\bc_02\seed_0612.png
bar_chart,bc_02,2,613,0.4833,0,experiment\images\bar_chart\bc_02\seed_0613.png
bar_chart,bc_02,2,614,0.25,0,experiment\images\bar_chart\bc_02\seed_0614.png
bar_chart,bc_02,2,615,0.3333,0,experiment\images\bar_chart\bc_02\seed_0615.png
bar_chart,bc_02,2,616,0.3333,0,experiment\images\bar_chart\bc_02\seed_0616.png
bar_chart,bc_02,2,617,0.25,0,experiment\images\bar_chart\bc_02\seed_0617.png
bar_chart,bc_02,2,618,0.65,0,experiment\images\bar_chart\bc_02\seed_0618.png
bar_chart,bc_02,2,619,0.25,0,experiment\images\bar_chart\bc_02\seed_0619.png
bar_chart,bc_02,2,620,0.25,0,experiment\images\bar_chart\bc_02\seed_0620.png
bar_chart,bc_02,2,621,0.25,0,experiment\images\bar_chart\bc_02\seed_0621.png
bar_chart,bc_02,2,622,0.3167,0,experiment\images\bar_chart\bc_02\seed_0622.png
bar_chart,bc_02,2,623,0.25,0,experiment\images\bar_chart\bc_02\seed_0623.png
bar_chart,bc_02,2,624,0.25,0,experiment\images\bar_chart\bc_02\seed_0624.png
bar_chart,bc_02,2,625,0.25,0,experiment\images\bar_chart\bc_02\seed_0625.png
bar_chart,bc_02,2,626,0.25,0,experiment\images\bar_chart\bc_02\seed_0626.png
bar_chart,bc_02,2,627,0.25,0,experiment\images\bar_chart\bc_02\seed_0627.png
bar_chart,bc_02,2,628,0.25,0,experiment\images\bar_chart\bc_02\seed_0628.png
bar_chart,bc_02,2,629,0.25,0,experiment\images\bar_chart\bc_02\seed_0629.png
bar_chart,bc_02,2,630,0.25,0,experiment\images\bar_chart\bc_02\seed_0630.png
bar_chart,bc_02,2,631,0.15,0,experiment\images\bar_chart\bc_02\seed_0631.png
bar_chart,bc_02,2,632,0.4833,0,experiment\images\bar_chart\bc_02\seed_0632.png
bar_chart,bc_02,2,633,0.15,0,experiment\images\bar_chart\bc_02\seed_0633.png
bar_chart,bc_02,2,634,0.3333,0,experiment\images\bar_chart\bc_02\seed_0634.png
bar_chart,bc_02,2,635,0.25,0,experiment\images\bar_chart\bc_02\seed_0635.png
bar_chart,bc_02,2,636,0.25,0,experiment\images\bar_chart\bc_02\seed_0636.png
bar_chart,bc_02,2,637,0.2333,0,experiment\images\bar_chart\bc_02\seed_0637.png
bar_chart,bc_02,2,638,0.25,0,experiment\images\bar_chart\bc_02\seed_0638.png
bar_chart,bc_02,2,639,0.25,0,experiment\images\bar_chart\bc_02\seed_0639.png
bar_chart,bc_02,2,640,0.25,0,experiment\images\bar_chart\bc_02\seed_0640.png
bar_chart,bc_02,2,641,0.25,0,experiment\images\bar_chart\bc_02\seed_0641.png
bar_chart,bc_02,2,642,0.25,0,experiment\images\bar_chart\bc_02\seed_0642.png
bar_chart,bc_02,2,643,0.25,0,experiment\images\bar_chart\bc_02\seed_0643.png
bar_chart,bc_02,2,644,0.25,0,experiment\images\bar_chart\bc_02\seed_0644.png
bar_chart,bc_02,2,645,0.25,0,experiment\images\bar_chart\bc_02\seed_0645.png
bar_chart,bc_02,2,646,0.25,0,experiment\images\bar_chart\bc_02\seed_0646.png
bar_chart,bc_02,2,647,0.25,0,experiment\images\bar_chart\bc_02\seed_0647.png
bar_chart,bc_02,2,648,0.25,0,experiment\images\bar_chart\bc_02\seed_0648.png
bar_chart,bc_02,2,649,0.25,0,experiment\images\bar_chart\bc_02\seed_0649.png
bar_chart,bc_02,2,650,0.25,0,experiment\images\bar_chart\bc_02\seed_0650.png
bar_chart,bc_02,2,651,0.25,0,experiment\images\bar_chart\bc_02\seed_0651.png
bar_chart,bc_02,2,652,0.25,0,experiment\images\bar_chart\bc_02\seed_0652.png
bar_chart,bc_02,2,653,0.2333,0,experiment\images\bar_chart\bc_02\seed_0653.png
bar_chart,bc_02,2,654,0.5667,0,experiment\images\bar_chart\bc_02\seed_0654.png
bar_chart,bc_02,2,655,0.25,0,experiment\images\bar_chart\bc_02\seed_0655.png
bar_chart,bc_02,2,656,0.15,0,experiment\images\bar_chart\bc_02\seed_0656.png
bar_chart,bc_02,2,657,0.65,0,experiment\images\bar_chart\bc_02\seed_0657.png
bar_chart,bc_02,2,658,0.25,0,experiment\images\bar_chart\bc_02\seed_0658.png
bar_chart,bc_02,2,659,0.25,0,experiment\images\bar_chart\bc_02\seed_0659.png
bar_chart,bc_02,2,660,0.25,0,experiment\images\bar_chart\bc_02\seed_0660.png
bar_chart,bc_02,2,661,0.25,0,experiment\images\bar_chart\bc_02\seed_0661.png
bar_chart,bc_02,2,662,0.4,0,experiment\images\bar_chart\bc_02\seed_0662.png
bar_chart,bc_02,2,663,0.25,0,experiment\images\bar_chart\bc_02\seed_0663.png
bar_chart,bc_02,2,664,0.25,0,experiment\images\bar_chart\bc_02\seed_0664.png
bar_chart,bc_02,2,665,0.25,0,experiment\images\bar_chart\bc_02\seed_0665.png
bar_chart,bc_02,2,666,0.25,0,experiment\images\bar_chart\bc_02\seed_0666.png
bar_chart,bc_02,2,667,0.75,1,experiment\images\bar_chart\bc_02\seed_0667.png
bar_chart,bc_02,2,668,0.25,0,experiment\images\bar_chart\bc_02\seed_0668.png
bar_chart,bc_02,2,669,0.25,0,experiment\images\bar_chart\bc_02\seed_0669.png
bar_chart,bc_02,2,670,0.25,0,experiment\images\bar_chart\bc_02\seed_0670.png
bar_chart,bc_02,2,671,0.5667,0,experiment\images\bar_chart\bc_02\seed_0671.png
bar_chart,bc_02,2,672,0.25,0,experiment\images\bar_chart\bc_02\seed_0672.png
bar_chart,bc_02,2,673,0.25,0,experiment\images\bar_chart\bc_02\seed_0673.png
bar_chart,bc_02,2,674,0.25,0,experiment\images\bar_chart\bc_02\seed_0674.png
bar_chart,bc_02,2,675,0.25,0,experiment\images\bar_chart\bc_02\seed_0675.png
bar_chart,bc_02,2,676,0.25,0,experiment\images\bar_chart\bc_02\seed_0676.png
bar_chart,bc_02,2,677,0.25,0,experiment\images\bar_chart\bc_02\seed_0677.png
bar_chart,bc_02,2,678,0.25,0,experiment\images\bar_chart\bc_02\seed_0678.png
bar_chart,bc_02,2,679,0.3333,0,experiment\images\bar_chart\bc_02\seed_0679.png
bar_chart,bc_02,2,680,0.25,0,experiment\images\bar_chart\bc_02\seed_0680.png
bar_chart,bc_02,2,681,0.25,0,experiment\images\bar_chart\bc_02\seed_0681.png
bar_chart,bc_02,2,682,0.25,0,experiment\images\bar_chart\bc_02\seed_0682.png
bar_chart,bc_02,2,683,0.25,0,experiment\images\bar_chart\bc_02\seed_0683.png
bar_chart,bc_02,2,684,0.25,0,experiment\images\bar_chart\bc_02\seed_0684.png
bar_chart,bc_02,2,685,0.3333,0,experiment\images\bar_chart\bc_02\seed_0685.png
bar_chart,bc_02,2,686,0.25,0,experiment\images\bar_chart\bc_02\seed_0686.png
bar_chart,bc_02,2,687,0.25,0,experiment\images\bar_chart\bc_02\seed_0687.png
bar_chart,bc_02,2,688,0.25,0,experiment\images\bar_chart\bc_02\seed_0688.png
bar_chart,bc_02,2,689,0.25,0,experiment\images\bar_chart\bc_02\seed_0689.png
bar_chart,bc_02,2,690,0.25,0,experiment\images\bar_chart\bc_02\seed_0690.png
bar_chart,bc_02,2,691,0.25,0,experiment\images\bar_chart\bc_02\seed_0691.png
